Date,League,Account,Action,Stash,Item
"03/01/2024 13:54:49","Affliction","ErZil","modified","$","66× Awakened Sextant"
"03/01/2024 13:54:49","Affliction","ErZil","modified","$","224× Lesser Eldritch Ember"
"03/01/2024 13:54:49","Affliction","ErZil","added","M","Crimson Temple Map (T16)"
"03/01/2024 13:54:49","Affliction","ErZil","modified","F","26× Rusted Shaper Scarab"
"03/01/2024 13:54:49","Affliction","ErZil","modified","$","202× Orb of Scouring"
"03/01/2024 13:54:48","Affliction","ErZil","added","M","Crimson Temple Map (T13)"
"03/01/2024 13:54:48","Affliction","ErZil","modified","$","2168× Orb of Fusing"
"03/01/2024 13:54:48","Affliction","ErZil","modified","$","936× Chaos Orb"
"03/01/2024 13:54:47","Affliction","ErZil","modified","$","2933× Orb of Alteration"
"03/01/2024 13:54:47","Affliction","ErZil","modified","$","4306× Jeweller's Orb"
"03/01/2024 13:54:47","Affliction","ErZil","modified","$","1904× Orb of Alchemy"
"03/01/2024 13:54:47","Affliction","ErZil","modified","$","3854× Orb of Chance"
"03/01/2024 13:54:47","Affliction","ErZil","modified","$","3881× Orb of Augmentation"
"03/01/2024 13:54:46","Affliction","ErZil","modified","$","4323× Orb of Transmutation"
"03/01/2024 13:54:46","Affliction","ErZil","modified","$","3816× Armourer's Scrap"
"03/01/2024 13:54:46","Affliction","ErZil","modified","F","8× Fragment of the Chimera"
"03/01/2024 13:45:19","Affliction","ErZil","modified","$","933× Chaos Orb"
"03/01/2024 13:45:18","Affliction","ErZil","modified","$","913× Chaos Orb"
"03/01/2024 13:45:16","Affliction","ErZil","modified","$","93× Divine Orb"
"03/01/2024 13:45:15","Affliction","ErZil","modified","$","893× Chaos Orb"
"03/01/2024 13:45:15","Affliction","ErZil","modified","$","873× Chaos Orb"
"03/01/2024 13:45:13","Affliction","ErZil","modified","$","2161× Orb of Fusing"
"03/01/2024 13:45:13","Affliction","ErZil","modified","$","853× Chaos Orb"
"03/01/2024 13:45:13","Affliction","ErZil","modified","$","1900× Orb of Alchemy"
"03/01/2024 13:45:13","Affliction","ErZil","modified","$","371× Instilling Orb"
"03/01/2024 13:45:12","Affliction","ErZil","modified","$","833× Chaos Orb"
"03/01/2024 13:44:39","Affliction","ErZil","removed","M","Destiny Refuge Pit of the Chimera Map (T16)"
"03/01/2024 13:41:19","Affliction","ErZil","added","$","2× Alteration Shard"
"03/01/2024 13:41:19","Affliction","ErZil","removed","$","8× Alteration Shard"
"03/01/2024 13:41:19","Affliction","ErZil","modified","$","2915× Orb of Alteration"
"03/01/2024 13:41:19","Affliction","ErZil","modified","$","10× Alchemy Shard"
"03/01/2024 13:41:12","Affliction","ErZil","modified","F","5× Fragment of the Hydra"
"03/01/2024 13:41:12","Affliction","ErZil","added","M","Bone Crypt Map (T16)"
"03/01/2024 13:41:11","Affliction","ErZil","added","G","level 1 10% Pierce Support"
"03/01/2024 13:41:11","Affliction","ErZil","added","M","Superior Crimson Temple Map (T16)"
"03/01/2024 13:41:10","Affliction","ErZil","added","M","Crimson Temple Map (T16)"
"03/01/2024 13:41:10","Affliction","ErZil","modified","$","340× Orb of Horizons"
"03/01/2024 13:41:09","Affliction","ErZil","modified","$","1896× Orb of Alchemy"
"03/01/2024 13:41:09","Affliction","ErZil","modified","$","3868× Orb of Augmentation"
"03/01/2024 13:41:08","Affliction","ErZil","modified","$","823× Chaos Orb"
"03/01/2024 13:41:08","Affliction","ErZil","modified","$","3808× Armourer's Scrap"
"03/01/2024 13:41:08","Affliction","ErZil","modified","$","9× Gemcutter's Prism"
"03/01/2024 13:41:08","Affliction","ErZil","modified","$","26× Exalted Orb"
"03/01/2024 13:41:08","Affliction","ErZil","modified","$","62× Explorer's Scouting Report"
"03/01/2024 13:41:07","Affliction","ErZil","modified","$","370× Instilling Orb"
"03/01/2024 13:30:46","Affliction","ThrarThylnenfallën","removed","D","Simulacrum"
"03/01/2024 13:29:22","Affliction","ThrarThylnenfallën","modified","F","94× Timeless Vaal Splinter"
"03/01/2024 13:29:22","Affliction","ThrarThylnenfallën","modified","$","339× Orb of Horizons"
"03/01/2024 13:29:21","Affliction","ThrarThylnenfallën","modified","$","2914× Orb of Alteration"
"03/01/2024 13:29:21","Affliction","ThrarThylnenfallën","added","M","Desert Map (T16)"
"03/01/2024 13:29:21","Affliction","ThrarThylnenfallën","modified","D","3× The Fool"
"03/01/2024 13:29:21","Affliction","ThrarThylnenfallën","modified","$","821× Chaos Orb"
"03/01/2024 13:29:21","Affliction","ThrarThylnenfallën","modified","D","45× The Encroaching Darkness"
"03/01/2024 13:29:20","Affliction","ThrarThylnenfallën","modified","$","369× Instilling Orb"
"03/01/2024 13:29:20","Affliction","ThrarThylnenfallën","modified","F","85× Splinter of Tul"
"03/01/2024 13:29:20","Affliction","ThrarThylnenfallën","modified","$","58× Orb of Unmaking"
"03/01/2024 13:29:20","Affliction","ThrarThylnenfallën","modified","F","95× Timeless Maraketh Splinter"
"03/01/2024 13:29:19","Affliction","ThrarThylnenfallën","modified","$","2157× Orb of Fusing"
"03/01/2024 13:29:19","Affliction","ThrarThylnenfallën","modified","$","40× Greater Eldritch Ichor"
"03/01/2024 13:29:18","Affliction","ThrarThylnenfallën","added","M","Burial Chambers Map (T16)"
"03/01/2024 13:29:18","Affliction","ThrarThylnenfallën","modified","$","4302× Jeweller's Orb"
"03/01/2024 13:22:45","Affliction","ErZil","modified","$","2906× Orb of Alteration"
"03/01/2024 13:22:45","Affliction","ErZil","modified","$","8× Alteration Shard"
"03/01/2024 13:17:14","Affliction","ErZil","modified","$","2905× Orb of Alteration"
"03/01/2024 13:17:13","Affliction","ErZil","modified","$","3854× Orb of Augmentation"
"03/01/2024 13:17:13","Affliction","ErZil","added","$","Alteration Shard"
"03/01/2024 13:17:13","Affliction","ErZil","removed","$","19× Alteration Shard"
"03/01/2024 13:17:13","Affliction","ErZil","modified","$","2904× Orb of Alteration"
"03/01/2024 13:17:13","Affliction","ErZil","added","$","7× Alchemy Shard"
"03/01/2024 13:17:13","Affliction","ErZil","removed","$","14× Alchemy Shard"
"03/01/2024 13:17:13","Affliction","ErZil","modified","$","1892× Orb of Alchemy"
"03/01/2024 13:16:22","Affliction","ErZil","added","U","Crown of the Inward Eye Prophet Crown"
"03/01/2024 13:12:41","Affliction","ErZil","modified","F","4× Baran's Crest"
"03/01/2024 13:12:39","Affliction","ErZil","modified","F","Al-Hezmin's Crest"
"03/01/2024 13:12:37","Affliction","ErZil","modified","F","Veritania's Crest"
"03/01/2024 13:12:36","Affliction","ErZil","removed","F","Drox's Crest"
"03/01/2024 13:12:33","Affliction","ErZil","modified","F","5× Baran's Crest"
"03/01/2024 13:12:32","Affliction","ErZil","modified","F","2× Al-Hezmin's Crest"
"03/01/2024 13:12:30","Affliction","ErZil","modified","F","Drox's Crest"
"03/01/2024 13:12:28","Affliction","ErZil","modified","F","2× Veritania's Crest"
"03/01/2024 12:59:28","Affliction","ErZil","added","M","Port Map (T16)"
"03/01/2024 12:59:27","Affliction","ErZil","added","M","Channel Map (T9)"
"03/01/2024 12:59:27","Affliction","ErZil","modified","$","3844× Orb of Chance"
"03/01/2024 12:59:26","Affliction","ErZil","modified","$","3× Annulment Shard"
"03/01/2024 12:59:26","Affliction","ErZil","added","M","Museum Map (T12)"
"03/01/2024 12:59:26","Affliction","ErZil","modified","$","197× Orb of Scouring"
"03/01/2024 12:59:26","Affliction","ErZil","modified","$","4296× Jeweller's Orb"
"03/01/2024 12:59:25","Affliction","ErZil","modified","D","28× Pristine Fossil"
"03/01/2024 12:59:25","Affliction","ErZil","added","M","Vault Map (T16)"
"03/01/2024 12:59:25","Affliction","ErZil","modified","F","33× Rusted Breach Scarab"
"03/01/2024 12:59:25","Affliction","ErZil","modified","$","1891× Orb of Alchemy"
"03/01/2024 12:59:24","Affliction","ErZil","modified","F","39× Sacrifice at Midnight"
"03/01/2024 12:59:24","Affliction","ErZil","modified","$","4× Chaos Shard"
"03/01/2024 12:59:24","Affliction","ErZil","modified","$","2148× Orb of Fusing"
"03/01/2024 12:59:22","Affliction","ErZil","modified","F","86× Sacrifice at Dawn"
"03/01/2024 12:59:21","Affliction","ErZil","modified","$","1049× Cartographer's Chisel"
"03/01/2024 12:59:21","Affliction","ErZil","modified","D","31× Scorched Fossil"
"03/01/2024 12:59:21","Affliction","ErZil","modified","$","3378× Chromatic Orb"
"03/01/2024 12:59:20","Affliction","ErZil","modified","$","819× Chaos Orb"
"03/01/2024 12:52:22","Affliction","ErZil","modified","F","7× Timeless Maraketh Emblem"
"03/01/2024 12:52:21","Affliction","ErZil","modified","F","4× Timeless Templar Emblem"
"03/01/2024 12:52:21","Affliction","ErZil","modified","F","13× Timeless Vaal Emblem"
"03/01/2024 12:52:21","Affliction","ErZil","modified","F","15× Timeless Karui Emblem"
"03/01/2024 12:52:20","Affliction","ErZil","modified","F","7× Timeless Eternal Emblem"
"03/01/2024 12:51:32","Affliction","ErZil","modified","$","579× Portal Scroll"
"03/01/2024 12:51:32","Affliction","ErZil","modified","$","1743× Scroll of Wisdom"
"03/01/2024 12:51:30","Affliction","ErZil","modified","$","1783× Scroll of Wisdom"
"03/01/2024 12:51:30","Affliction","ErZil","modified","$","619× Portal Scroll"
"03/01/2024 12:50:53","Affliction","ErZil","added","M","Atoll Map (T16)"
"03/01/2024 12:50:43","Affliction","ErZil","added","M","Crimson Temple Map (T16)"
"03/01/2024 12:50:41","Affliction","ErZil","added","$","Chaos Shard"
"03/01/2024 12:50:41","Affliction","ErZil","removed","$","3× Chaos Shard"
"03/01/2024 12:50:41","Affliction","ErZil","modified","$","811× Chaos Orb"
"03/01/2024 12:50:41","Affliction","ErZil","added","G","level 1 11% Infernal Cry"
"03/01/2024 12:50:40","Affliction","ErZil","modified","$","199× Enkindling Orb"
"03/01/2024 12:50:40","Affliction","ErZil","modified","$","22× Vaal Scouting Report"
"03/01/2024 12:50:40","Affliction","ErZil","modified","$","2149× Blacksmith's Whetstone"
"03/01/2024 12:50:39","Affliction","ErZil","modified","D","9× The Tinkerer's Table"
"03/01/2024 12:50:39","Affliction","ErZil","modified","$","2903× Orb of Alteration"
"03/01/2024 12:50:39","Affliction","ErZil","added","M","Death and Taxes Necropolis Map (T16)"
"03/01/2024 12:50:38","Affliction","ErZil","modified","$","65× Awakened Sextant"
"03/01/2024 12:50:38","Affliction","ErZil","added","M","Chaos Cage Lava Chamber Map (T16)"
"03/01/2024 12:50:38","Affliction","ErZil","added","M","Cyclopean Remnant Pit of the Chimera Map (T16)"
"03/01/2024 12:50:37","Affliction","ErZil","modified","$","3853× Orb of Augmentation"
"03/01/2024 12:50:37","Affliction","ErZil","modified","$","2883× Orb of Alteration"
"03/01/2024 12:50:37","Affliction","ErZil","modified","$","61× Explorer's Scouting Report"
"03/01/2024 12:50:37","Affliction","ErZil","modified","$","367× Instilling Orb"
"03/01/2024 12:50:36","Affliction","ErZil","modified","F","49× Rusted Reliquary Scarab"
"03/01/2024 12:50:36","Affliction","ErZil","modified","$","13× Regal Shard"
"03/01/2024 12:50:36","Affliction","ErZil","modified","$","810× Chaos Orb"
"03/01/2024 12:50:35","Affliction","ErZil","modified","$","196× Orb of Scouring"
"03/01/2024 12:50:35","Affliction","ErZil","modified","$","1887× Orb of Alchemy"
"03/01/2024 12:50:35","Affliction","ErZil","added","M","Crimson Temple Map (T16)"
"03/01/2024 12:50:35","Affliction","ErZil","modified","D","44× The Encroaching Darkness"
"03/01/2024 12:50:34","Affliction","ErZil","modified","$","4306× Orb of Transmutation"
"03/01/2024 12:50:34","Affliction","ErZil","modified","$","231× Lesser Eldritch Ichor"
"03/01/2024 12:50:34","Affliction","ErZil","modified","$","2142× Orb of Fusing"
"03/01/2024 12:50:33","Affliction","ErZil","modified","$","3847× Orb of Augmentation"
"03/01/2024 12:50:33","Affliction","ErZil","added","M","Cyclopean Remnant Pit of the Chimera Map (T16)"
"03/01/2024 12:50:33","Affliction","ErZil","modified","$","43× Glassblower's Bauble"
"03/01/2024 12:50:32","Affliction","ErZil","modified","$","19803× Rogue's Marker"
"03/01/2024 12:50:32","Affliction","ErZil","modified","$","2863× Orb of Alteration"
"03/01/2024 12:50:32","Affliction","ErZil","modified","$","4292× Jeweller's Orb"
"03/01/2024 12:50:31","Affliction","ErZil","modified","$","11× Ancient Shard"
"03/01/2024 12:50:31","Affliction","ErZil","modified","$","3836× Orb of Chance"
"03/01/2024 12:50:31","Affliction","ErZil","added","$","Annulment Shard"
"03/01/2024 12:50:31","Affliction","ErZil","removed","$","17× Annulment Shard"
"03/01/2024 12:50:31","Affliction","ErZil","modified","$","25× Orb of Annulment"
"03/01/2024 12:50:30","Affliction","ErZil","modified","$","57× Orb of Unmaking"
"03/01/2024 12:50:30","Affliction","ErZil","modified","$","3377× Chromatic Orb"
"03/01/2024 12:50:30","Affliction","ErZil","modified","$","222× Lesser Eldritch Ember"
"03/01/2024 12:50:30","Affliction","ErZil","modified","$","40× Orb of Regret"
"03/01/2024 12:50:29","Affliction","ErZil","modified","$","8× Gemcutter's Prism"
"03/01/2024 12:50:29","Affliction","ErZil","modified","$","16× Exalted Shard"
"03/01/2024 12:50:29","Affliction","ErZil","added","M","Necropolis Map (T16)"
"03/01/2024 12:50:28","Affliction","ErZil","modified","D","11× Alone in the Darkness"
"03/01/2024 12:50:28","Affliction","ErZil","modified","$","2843× Orb of Alteration"
"03/01/2024 12:50:28","Affliction","ErZil","modified","$","1048× Cartographer's Chisel"
"03/01/2024 12:50:27","Affliction","ErZil","modified","$","3357× Chromatic Orb"
"03/01/2024 12:50:27","Affliction","ErZil","modified","$","3801× Armourer's Scrap"
"03/01/2024 12:50:26","Affliction","ErZil","modified","D","21× The Union"
"03/01/2024 12:50:26","Affliction","ErZil","modified","D","44× The Gemcutter"
"03/01/2024 12:50:26","Affliction","ErZil","added","M","Chaos Cage Lava Chamber Map (T16)"
"03/01/2024 12:50:26","Affliction","ErZil","modified","D","12× Three Faces in the Dark"
"03/01/2024 12:19:38","Affliction","ErZil","modified","$","3817× Orb of Augmentation"
"03/01/2024 12:19:37","Affliction","ErZil","modified","$","2135× Orb of Fusing"
"03/01/2024 12:19:36","Affliction","ErZil","modified","$","807× Chaos Orb"
"03/01/2024 12:19:23","Affliction","ErZil","added","G","level 1 7% Blind Support"
"03/01/2024 12:19:22","Affliction","ErZil","modified","$","3794× Armourer's Scrap"
"03/01/2024 12:19:22","Affliction","ErZil","modified","D","26× Three Voices"
"03/01/2024 12:19:21","Affliction","ErZil","modified","D","43× The Gemcutter"
"03/01/2024 12:19:21","Affliction","ErZil","modified","D","16× Lost Worlds"
"03/01/2024 12:19:21","Affliction","ErZil","modified","$","4292× Orb of Transmutation"
"03/01/2024 12:19:20","Affliction","ErZil","added","M","Crimson Temple Map (T16)"
"03/01/2024 12:19:19","Affliction","ErZil","modified","$","2823× Orb of Alteration"
"03/01/2024 12:19:19","Affliction","ErZil","modified","$","38× Orb of Regret"
"03/01/2024 12:19:18","Affliction","ErZil","added","M","Crimson Temple Map (T16)"
"03/01/2024 12:19:18","Affliction","ErZil","modified","$","38× Greater Eldritch Ichor"
"03/01/2024 12:19:17","Affliction","ErZil","modified","$","3823× Orb of Chance"
"03/01/2024 12:19:17","Affliction","ErZil","modified","D","67× The Doppelganger"
"03/01/2024 12:19:17","Affliction","ErZil","modified","D","4× The Wolven King's Bite"
"03/01/2024 12:19:16","Affliction","ErZil","modified","$","13× Exalted Shard"
"03/01/2024 12:19:16","Affliction","ErZil","modified","$","2803× Orb of Alteration"
"03/01/2024 12:19:15","Affliction","ErZil","modified","$","221× Lesser Eldritch Ember"
"03/01/2024 12:19:15","Affliction","ErZil","modified","$","19677× Rogue's Marker"
"03/01/2024 12:19:15","Affliction","ErZil","modified","$","1870× Orb of Alchemy"
"03/01/2024 12:19:14","Affliction","ErZil","modified","D","11× Three Faces in the Dark"
"03/01/2024 12:19:14","Affliction","ErZil","added","G","level 1 12% Charged Traps Support"
"03/01/2024 12:19:14","Affliction","ErZil","modified","$","17× Annulment Shard"
"03/01/2024 12:19:14","Affliction","ErZil","modified","$","2115× Orb of Fusing"
"03/01/2024 12:19:14","Affliction","ErZil","modified","F","5× Rusted Abyss Scarab"
"03/01/2024 12:19:13","Affliction","ErZil","modified","$","38× Ancient Orb"
"03/01/2024 12:19:13","Affliction","ErZil","modified","$","192× Orb of Scouring"
"03/01/2024 12:19:13","Affliction","ErZil","modified","$","2792× Orb of Alteration"
"03/01/2024 12:19:12","Affliction","ErZil","modified","$","247× Regal Orb"
"03/01/2024 12:19:12","Affliction","ErZil","modified","D","17× Emperor's Luck"
"03/01/2024 12:19:12","Affliction","ErZil","added","G","level 1 5% Energy Blade"
"03/01/2024 12:19:11","Affliction","ErZil","modified","$","229× Lesser Eldritch Ichor"
"03/01/2024 12:19:11","Affliction","ErZil","modified","D","2× Time-Lost Relic"
"03/01/2024 12:19:11","Affliction","ErZil","added","M","Superior Canyon Map (T16)"
"03/01/2024 12:19:10","Affliction","ErZil","modified","D","19× Dark Temptation"
"03/01/2024 12:19:10","Affliction","ErZil","modified","D","12× Grave Knowledge"
"03/01/2024 12:19:09","Affliction","ErZil","modified","D","8× The Tinkerer's Table"
"03/01/2024 12:19:08","Affliction","ErZil","added","$","3× Chaos Shard"
"03/01/2024 12:19:08","Affliction","ErZil","removed","$","10× Chaos Shard"
"03/01/2024 12:19:08","Affliction","ErZil","modified","$","801× Chaos Orb"
"03/01/2024 12:19:08","Affliction","ErZil","added","$","3× Ancient Shard"
"03/01/2024 12:19:08","Affliction","ErZil","removed","$","12× Ancient Shard"
"03/01/2024 12:19:08","Affliction","ErZil","modified","$","37× Ancient Orb"
"03/01/2024 12:19:08","Affliction","ErZil","modified","$","366× Instilling Orb"
"03/01/2024 12:19:08","Affliction","ErZil","modified","$","42× Glassblower's Bauble"
"03/01/2024 12:03:09","Affliction","ErZil","modified","F","31× Rusted Divination Scarab"
"03/01/2024 12:03:06","Affliction","ErZil","modified","F","39× Rusted Divination Scarab"
"03/01/2024 12:02:55","Affliction","ErZil","modified","F","16× Rusted Expedition Scarab"
"03/01/2024 12:02:38","Affliction","ErZil","modified","F","14× Rusted Expedition Scarab"
"03/01/2024 12:02:35","Affliction","ErZil","modified","F","24× Rusted Expedition Scarab"
"03/01/2024 12:02:01","Affliction","ErZil","modified","$","800× Chaos Orb"
"03/01/2024 12:01:59","Affliction","ErZil","modified","$","802× Chaos Orb"
"03/01/2024 12:01:58","Affliction","ErZil","modified","$","822× Chaos Orb"
"03/01/2024 12:01:57","Affliction","ErZil","modified","$","842× Chaos Orb"
"03/01/2024 12:01:57","Affliction","ErZil","modified","$","862× Chaos Orb"
"03/01/2024 12:01:56","Affliction","ErZil","modified","$","882× Chaos Orb"
"03/01/2024 12:01:55","Affliction","ErZil","modified","$","902× Chaos Orb"
"03/01/2024 12:01:02","Affliction","ErZil","added","F","Winged Abyss Scarab"
"03/01/2024 12:00:28","Affliction","ErZil","modified","$","922× Chaos Orb"
"03/01/2024 12:00:27","Affliction","ErZil","modified","$","942× Chaos Orb"
"03/01/2024 12:00:26","Affliction","ErZil","modified","$","962× Chaos Orb"
"03/01/2024 12:00:25","Affliction","ErZil","modified","$","982× Chaos Orb"
"03/01/2024 12:00:24","Affliction","ErZil","modified","$","1002× Chaos Orb"
"03/01/2024 12:00:24","Affliction","ErZil","modified","$","1022× Chaos Orb"
"03/01/2024 12:00:23","Affliction","ErZil","modified","$","1042× Chaos Orb"
"03/01/2024 12:00:22","Affliction","ErZil","modified","$","1062× Chaos Orb"
"03/01/2024 12:00:20","Affliction","ErZil","modified","$","1082× Chaos Orb"
"03/01/2024 11:59:53","Affliction","ErZil","modified","$","1074× Chaos Orb"
"03/01/2024 11:59:51","Affliction","ErZil","modified","$","1094× Chaos Orb"
"03/01/2024 11:59:51","Affliction","ErZil","modified","$","1114× Chaos Orb"
"03/01/2024 11:59:50","Affliction","ErZil","modified","$","1134× Chaos Orb"
"03/01/2024 11:59:04","Affliction","ErZil","modified","$","1154× Chaos Orb"
"03/01/2024 11:58:37","Affliction","ErZil","modified","$","1141× Chaos Orb"
"03/01/2024 11:58:35","Affliction","ErZil","modified","$","1865× Orb of Alchemy"
"03/01/2024 11:58:22","Affliction","ErZil","modified","$","1846× Orb of Alchemy"
"03/01/2024 11:58:21","Affliction","ErZil","modified","$","1045× Cartographer's Chisel"
"03/01/2024 11:58:17","Affliction","ErZil","modified","$","1029× Cartographer's Chisel"
"03/01/2024 11:58:15","Affliction","ErZil","added","M","Crimson Temple Map (T16)"
"03/01/2024 11:58:14","Affliction","ErZil","removed","M","Crimson Temple Map (T16)"
"03/01/2024 11:58:13","Affliction","ErZil","added","M","Crimson Temple Map (T16)"
"03/01/2024 11:58:13","Affliction","ErZil","removed","M","Crimson Temple Map (T16)"
"03/01/2024 11:58:12","Affliction","ErZil","added","M","Crimson Temple Map (T16)"
"03/01/2024 11:58:11","Affliction","ErZil","removed","M","Crimson Temple Map (T16)"
"03/01/2024 11:58:09","Affliction","ErZil","removed","M","Crimson Temple Map (T16)"
"03/01/2024 11:58:06","Affliction","ErZil","added","M","Crimson Temple Map (T16)"
"03/01/2024 11:58:04","Affliction","ErZil","removed","M","Crimson Temple Map (T16)"
"03/01/2024 11:57:57","Affliction","ErZil","removed","M","Dark Refuge Crimson Temple Map (T16)"
"03/01/2024 11:57:47","Affliction","ErZil","modified","$","55× Orb of Unmaking"
"03/01/2024 11:57:04","Affliction","ErZil","modified","$","2× Orb of Conflict"
"03/01/2024 11:57:03","Affliction","ErZil","added","U","Viridi's Veil Praetor Crown"
"03/01/2024 11:52:12","Affliction","ErZil","removed","F","The Maven's Writ"
"03/01/2024 11:51:54","Affliction","ErZil","modified","$","5× Eldritch Chaos Orb"
"03/01/2024 11:50:51","Affliction","ErZil","modified","$","1161× Chaos Orb"
"03/01/2024 11:50:42","Affliction","ErZil","modified","$","1866× Orb of Alchemy"
"03/01/2024 11:50:41","Affliction","ErZil","modified","$","1142× Chaos Orb"
"03/01/2024 11:50:37","Affliction","ErZil","modified","$","1847× Orb of Alchemy"
"03/01/2024 11:50:34","Affliction","ErZil","removed","F","Screaming Invitation"
"03/01/2024 11:49:48","Affliction","ErZil","added","G","level 1 16% Tempest Shield"
"03/01/2024 11:49:45","Affliction","ErZil","modified","$","19449× Rogue's Marker"
"03/01/2024 11:49:45","Affliction","ErZil","modified","$","40× Glassblower's Bauble"
"03/01/2024 11:49:43","Affliction","ErZil","modified","$","1162× Chaos Orb"
"03/01/2024 11:49:43","Affliction","ErZil","modified","$","3352× Chromatic Orb"
"03/01/2024 11:49:42","Affliction","ErZil","modified","$","92× Divine Orb"
"03/01/2024 11:49:42","Affliction","ErZil","modified","$","1049× Cartographer's Chisel"
"03/01/2024 11:49:41","Affliction","ErZil","modified","$","2111× Orb of Fusing"
"03/01/2024 11:49:39","Affliction","ErZil","modified","$","2772× Orb of Alteration"
"03/01/2024 11:49:38","Affliction","ErZil","modified","F","7× Polished Reliquary Scarab"
"03/01/2024 11:49:38","Affliction","ErZil","modified","$","10× Chaos Shard"
"03/01/2024 11:49:38","Affliction","ErZil","modified","$","126× Vaal Orb"
"03/01/2024 11:49:38","Affliction","ErZil","modified","F","18× Gilded Sulphite Scarab"
"03/01/2024 11:49:37","Affliction","ErZil","modified","F","15× Polished Elder Scarab"
"03/01/2024 11:49:37","Affliction","ErZil","modified","$","3801× Orb of Augmentation"
"03/01/2024 11:49:37","Affliction","ErZil","modified","$","2752× Orb of Alteration"
"03/01/2024 11:49:36","Affliction","ErZil","modified","$","1867× Orb of Alchemy"
"03/01/2024 11:49:36","Affliction","ErZil","added","M","Horror Court Crimson Temple Map (T16)"
"03/01/2024 11:49:36","Affliction","ErZil","modified","$","4272× Orb of Transmutation"
"03/01/2024 11:49:36","Affliction","ErZil","modified","$","2134× Blacksmith's Whetstone"
"03/01/2024 11:49:35","Affliction","ErZil","modified","$","2732× Orb of Alteration"
"03/01/2024 11:49:35","Affliction","ErZil","added","G","level 1 9% Animate Weapon"
"03/01/2024 11:49:35","Affliction","ErZil","modified","D","42× The Gemcutter"
"03/01/2024 11:49:34","Affliction","ErZil","added","G","level 1 1% Cold Penetration Support"
"03/01/2024 11:49:33","Affliction","ErZil","modified","D","20× The Union"
"03/01/2024 11:49:33","Affliction","ErZil","added","M","Necropolis Map (T16)"
"03/01/2024 11:49:33","Affliction","ErZil","added","G","level 1 9% Shock Nova"
"03/01/2024 11:49:32","Affliction","ErZil","modified","$","3814× Orb of Chance"
"03/01/2024 11:49:32","Affliction","ErZil","modified","F","13× Gilded Elder Scarab"
"03/01/2024 11:49:32","Affliction","ErZil","modified","F","2× Polished Ambush Scarab"
"03/01/2024 11:49:32","Affliction","ErZil","modified","$","364× Instilling Orb"
"03/01/2024 11:49:31","Affliction","ErZil","modified","$","12× Ancient Shard"
"03/01/2024 11:49:31","Affliction","ErZil","added","F","Winged Elder Scarab"
"03/01/2024 11:49:31","Affliction","ErZil","modified","F","5× Polished Legion Scarab"
"03/01/2024 11:49:30","Affliction","ErZil","modified","$","37× Orb of Regret"
"03/01/2024 11:49:30","Affliction","ErZil","modified","$","64× Awakened Sextant"
"03/01/2024 11:49:29","Affliction","ErZil","added","M","Grim Frontier Jungle Valley Map (T14)"
"03/01/2024 11:49:29","Affliction","ErZil","added","G","level 1 16% Frostblink"
"03/01/2024 11:49:29","Affliction","ErZil","modified","F","20× Rusted Legion Scarab"
"03/01/2024 11:49:28","Affliction","ErZil","added","G","level 1 6% Split Arrow"
