Date,Id,League,Account,Action,Stash,Item
"2024-09-19T22:56:21.000Z",3192260485,"Settlers","DrScramble","modified","F","69× Beyond Scarab of the Invasion"
"2024-09-19T22:56:20.000Z",3192260473,"Settlers","DrScramble","modified","F","58× Delirium Scarab"
"2024-09-19T22:56:20.000Z",3192260468,"Settlers","DrScramble","modified","F","99× Anarchy Scarab"
"2024-09-19T22:56:20.000Z",3192260462,"Settlers","DrScramble","modified","$","83× Orb of Unmaking"
"2024-09-19T22:49:09.000Z",3192253174,"Settlers","ThrarThylnenfallën","modified","$","275× Vaal Orb"
"2024-09-19T22:49:07.000Z",3192253147,"Settlers","ThrarThylnenfallën","modified","$","256× Vaal Orb"
"2024-09-19T22:49:05.000Z",3192253093,"Settlers","ThrarThylnenfallën","removed","M","Forbidden Keep Pit Map (T15)"
"2024-09-19T22:48:57.000Z",3192252972,"Settlers","ThrarThylnenfallën","added","M","Tranquil Sands Strand Map (T16)"
"2024-09-19T22:48:51.000Z",3192252844,"Settlers","ThrarThylnenfallën","modified","F","33× Domination Scarab of Apparitions"
"2024-09-19T22:48:51.000Z",3192252834,"Settlers","ThrarThylnenfallën","added","M","Toxic Sewer Map (T16)"
"2024-09-19T22:48:48.000Z",3192252775,"Settlers","ThrarThylnenfallën","modified","E","72× Screaming Essence of Torment"
"2024-09-19T22:48:48.000Z",3192252767,"Settlers","ThrarThylnenfallën","modified","E","62× Screaming Essence of Doubt"
"2024-09-19T22:48:48.000Z",3192252760,"Settlers","ThrarThylnenfallën","added","M","Toxic Sewer Map (T16)"
"2024-09-19T22:48:47.000Z",3192252755,"Settlers","ThrarThylnenfallën","added","M","Rewritten Distant Memory Synthesised Map (T11)"
"2024-09-19T22:48:47.000Z",3192252750,"Settlers","ThrarThylnenfallën","modified","$","82× Orb of Unmaking"
"2024-09-19T22:48:47.000Z",3192252748,"Settlers","ThrarThylnenfallën","modified","F","30× Abyss Scarab"
"2024-09-19T22:48:45.000Z",3192252733,"Settlers","ThrarThylnenfallën","added","M","Superior Pit of the Chimera Map (T16)"
"2024-09-19T22:48:45.000Z",3192252728,"Settlers","ThrarThylnenfallën","modified","F","11× Cartography Scarab of Corruption"
"2024-09-19T22:48:45.000Z",3192252727,"Settlers","ThrarThylnenfallën","added","M","Toxic Sewer Map (T16)"
"2024-09-19T22:48:45.000Z",3192252717,"Settlers","ThrarThylnenfallën","added","M","Bone Crypt Map (T16)"
"2024-09-19T22:43:10.000Z",3192247522,"Settlers","ThrarThylnenfallën","added","F","4× Domination Scarab"
"2024-09-19T22:42:43.000Z",3192247078,"Settlers","ThrarThylnenfallën","removed","F","12× Domination Scarab"
"2024-09-19T22:42:41.000Z",3192247034,"Settlers","ThrarThylnenfallën","removed","F","2× Titanic Scarab"
"2024-09-19T22:42:23.000Z",3192246757,"Settlers","DrScramble","modified","$","3964× Jeweller's Orb"
"2024-09-19T22:41:54.000Z",3192246377,"Settlers","DrScramble","modified","$","276× Vaal Orb"
"2024-09-19T22:41:36.000Z",3192246129,"Settlers","DrScramble","modified","$","257× Vaal Orb"
"2024-09-19T22:41:24.000Z",3192245928,"Settlers","DrScramble","removed","M","Superior Toxic Sewer Map (T16)"
"2024-09-19T22:40:44.000Z",3192245255,"Settlers","DrScramble","modified","$","1819× Orb of Alteration"
"2024-09-19T22:40:42.000Z",3192245216,"Settlers","DrScramble","modified","$","3× Explorer's Scouting Report"
"2024-09-19T22:40:41.000Z",3192245186,"Settlers","DrScramble","modified","F","10× Cartography Scarab of Corruption"
"2024-09-19T22:40:40.000Z",3192245182,"Settlers","DrScramble","modified","$","1799× Orb of Alteration"
"2024-09-19T22:40:40.000Z",3192245176,"Settlers","DrScramble","modified","$","27× Tainted Jeweller's Orb"
"2024-09-19T22:40:40.000Z",3192245173,"Settlers","DrScramble","modified","$","2117× Blacksmith's Whetstone"
"2024-09-19T22:40:40.000Z",3192245168,"Settlers","DrScramble","modified","$","3984× Jeweller's Orb"
"2024-09-19T22:40:39.000Z",3192245162,"Settlers","DrScramble","modified","$","277× Vaal Orb"
"2024-09-19T22:40:39.000Z",3192245152,"Settlers","DrScramble","modified","F","57× Delirium Scarab"
"2024-09-19T22:40:38.000Z",3192245147,"Settlers","DrScramble","modified","$","14× Chaos Shard"
"2024-09-19T22:40:38.000Z",3192245139,"Settlers","DrScramble","modified","$","7× Ancient Shard"
"2024-09-19T22:40:38.000Z",3192245128,"Settlers","DrScramble","modified","F","7× Breach Scarab of Snares"
"2024-09-19T22:40:37.000Z",3192245117,"Settlers","DrScramble","modified","$","90× Glassblower's Bauble"
"2024-09-19T22:40:37.000Z",3192245114,"Settlers","DrScramble","modified","$","839× Chaos Orb"
"2024-09-19T22:40:36.000Z",3192245096,"Settlers","DrScramble","modified","$","23× Tainted Chromatic Orb"
"2024-09-19T22:40:36.000Z",3192245089,"Settlers","DrScramble","modified","$","224× Regal Orb"
"2024-09-19T22:40:35.000Z",3192245077,"Settlers","DrScramble","modified","$","1816× Orb of Alchemy"
"2024-09-19T22:40:35.000Z",3192245068,"Settlers","DrScramble","modified","F","17× Divination Scarab of Plenty"
"2024-09-19T22:40:34.000Z",3192245061,"Settlers","DrScramble","modified","$","57× Gemcutter's Prism"
"2024-09-19T22:40:34.000Z",3192245060,"Settlers","DrScramble","modified","F","4× Scarab of Monstrous Lineage"
"2024-09-19T22:40:34.000Z",3192245053,"Settlers","DrScramble","modified","$","5× Tainted Orb of Fusing"
"2024-09-19T22:40:34.000Z",3192245047,"Settlers","DrScramble","modified","F","22× Delirium Scarab of Delusions"
"2024-09-19T22:40:33.000Z",3192245040,"Settlers","DrScramble","modified","$","11× Annulment Shard"
"2024-09-19T22:40:33.000Z",3192245039,"Settlers","DrScramble","added","M","Toxic Sewer Map (T16)"
"2024-09-19T22:40:33.000Z",3192245034,"Settlers","DrScramble","modified","$","65× Greater Eldritch Ichor"
"2024-09-19T22:40:32.000Z",3192245020,"Settlers","DrScramble","modified","F","88× Splinter of Chayula"
"2024-09-19T22:40:31.000Z",3192245012,"Settlers","DrScramble","modified","$","1779× Orb of Alteration"
"2024-09-19T22:26:18.000Z",3192230305,"Settlers","DrScramble","removed","M","Toxic Sewer Map (T16)"
"2024-09-19T22:26:15.000Z",3192230232,"Settlers","DrScramble","added","M","Uneasy Bank Toxic Sewer Map (T16)"
"2024-09-19T22:22:06.000Z",3192225875,"Settlers","DrScramble","modified","$","258× Vaal Orb"
"2024-09-19T22:21:48.000Z",3192225676,"Settlers","DrScramble","removed","M","Toxic Sewer Map (T16)"
"2024-09-19T22:20:40.000Z",3192224735,"Settlers","DrScramble","added","$","2× Vaal Scouting Report"
"2024-09-19T22:20:38.000Z",3192224724,"Settlers","DrScramble","modified","$","1811× Orb of Alchemy"
"2024-09-19T22:20:38.000Z",3192224720,"Settlers","DrScramble","added","M","Lava Lake Map (T13)"
"2024-09-19T22:20:38.000Z",3192224713,"Settlers","DrScramble","added","M","Scriptorium Map (T12)"
"2024-09-19T22:20:37.000Z",3192224709,"Settlers","DrScramble","modified","$","3973× Jeweller's Orb"
"2024-09-19T22:20:37.000Z",3192224703,"Settlers","DrScramble","modified","F","34× Ritual Scarab of Abundance"
"2024-09-19T22:20:37.000Z",3192224700,"Settlers","DrScramble","modified","$","89× Glassblower's Bauble"
"2024-09-19T22:20:36.000Z",3192224697,"Settlers","DrScramble","modified","$","380× Enkindling Orb"
"2024-09-19T22:20:36.000Z",3192224695,"Settlers","DrScramble","modified","$","1776× Orb of Alteration"
"2024-09-19T22:20:35.000Z",3192224692,"Settlers","DrScramble","modified","F","75× Divination Scarab of The Cloister"
"2024-09-19T22:20:35.000Z",3192224688,"Settlers","DrScramble","added","M","Bog Map (T14)"
"2024-09-19T22:20:34.000Z",3192224677,"Settlers","DrScramble","added","M","Toxic Sewer Map (T16)"
"2024-09-19T22:20:34.000Z",3192224676,"Settlers","DrScramble","added","M","Toxic Sewer Map (T16)"
"2024-09-19T22:20:33.000Z",3192224669,"Settlers","DrScramble","added","M","Vaal Pyramid Map (T15)"
"2024-09-19T22:20:32.000Z",3192224661,"Settlers","DrScramble","modified","$","24× Tainted Armourer's Scrap"
"2024-09-19T22:20:32.000Z",3192224654,"Settlers","DrScramble","modified","$","80× Orb of Unmaking"
"2024-09-19T22:20:32.000Z",3192224649,"Settlers","DrScramble","modified","F","56× Delirium Scarab"
"2024-09-19T22:20:31.000Z",3192224647,"Settlers","DrScramble","modified","$","222× Regal Orb"
"2024-09-19T22:20:31.000Z",3192224646,"Settlers","DrScramble","modified","F","32× Scarab of Hunted Traitors"
"2024-09-19T22:20:31.000Z",3192224643,"Settlers","DrScramble","modified","$","2113× Blacksmith's Whetstone"
"2024-09-19T22:20:31.000Z",3192224637,"Settlers","DrScramble","modified","$","834× Chaos Orb"
"2024-09-19T22:20:31.000Z",3192224636,"Settlers","DrScramble","modified","F","32× Domination Scarab of Apparitions"
"2024-09-19T22:20:30.000Z",3192224633,"Settlers","DrScramble","modified","F","98× Anarchy Scarab"
"2024-09-19T22:09:32.000Z",3192214009,"Settlers","DrScramble","modified","$","1806× Orb of Alchemy"
"2024-09-19T22:09:32.000Z",3192214006,"Settlers","DrScramble","modified","$","278× Vaal Orb"
"2024-09-19T22:09:31.000Z",3192213999,"Settlers","DrScramble","modified","$","79× Orb of Unmaking"
"2024-09-19T22:09:31.000Z",3192213995,"Settlers","DrScramble","modified","$","831× Chaos Orb"
"2024-09-19T22:09:31.000Z",3192213994,"Settlers","DrScramble","modified","F","101× Influencing Scarab of the Shaper"
"2024-09-19T22:09:30.000Z",3192213987,"Settlers","DrScramble","modified","$","21× Tainted Chromatic Orb"
"2024-09-19T22:03:48.000Z",3192207988,"Settlers","DrScramble","modified","$","26× Exalted Orb"
"2024-09-19T22:03:48.000Z",3192207985,"Settlers","DrScramble","modified","$","277× Vaal Orb"
"2024-09-19T22:03:17.000Z",3192207492,"Settlers","DrScramble","modified","$","6× Exalted Orb"
"2024-09-19T22:03:08.000Z",3192207357,"Settlers","DrScramble","removed","M","Toxic Sewer Map (T16)"
"2024-09-19T22:02:54.000Z",3192207098,"Settlers","DrScramble","modified","$","258× Vaal Orb"
"2024-09-19T22:02:53.000Z",3192207069,"Settlers","DrScramble","modified","$","486× Orb of Scouring"
"2024-09-19T22:02:53.000Z",3192207053,"Settlers","DrScramble","modified","$","1803× Orb of Alchemy"
"2024-09-19T22:02:45.000Z",3192206889,"Settlers","DrScramble","modified","F","68× Beyond Scarab of the Invasion"
"2024-09-19T22:02:12.000Z",3192206285,"Settlers","DrScramble","modified","$","128× Cartographer's Chisel"
"2024-09-19T22:00:56.000Z",3192205013,"Settlers","DrScramble","modified","F","14× Domination Scarab of Evolution"
"2024-09-19T22:00:48.000Z",3192204877,"Settlers","DrScramble","added","M","Toxic Sewer Map (T16)"
"2024-09-19T22:00:45.000Z",3192204768,"Settlers","DrScramble","modified","$","2× Explorer's Scouting Report"
"2024-09-19T22:00:38.000Z",3192204677,"Settlers","DrScramble","added","M","Toxic Sewer Map (T16)"
"2024-09-19T22:00:38.000Z",3192204670,"Settlers","DrScramble","added","$","5× Chaos Shard"
"2024-09-19T22:00:38.000Z",3192204669,"Settlers","DrScramble","removed","$","19× Chaos Shard"
"2024-09-19T22:00:38.000Z",3192204668,"Settlers","DrScramble","modified","$","821× Chaos Orb"
"2024-09-19T22:00:37.000Z",3192204660,"Settlers","DrScramble","modified","F","53× Ambush Scarab of Hidden Compartments"
"2024-09-19T22:00:37.000Z",3192204650,"Settlers","DrScramble","modified","F","30× Anarchy Scarab of Partnership"
"2024-09-19T22:00:37.000Z",3192204646,"Settlers","DrScramble","modified","F","29× Bestiary Scarab of Duplicating"
"2024-09-19T22:00:36.000Z",3192204641,"Settlers","DrScramble","modified","F","69× Harbinger Scarab of Obelisks"
"2024-09-19T22:00:36.000Z",3192204640,"Settlers","DrScramble","modified","$","1768× Orb of Alteration"
"2024-09-19T22:00:36.000Z",3192204638,"Settlers","DrScramble","modified","$","78× Orb of Unmaking"
"2024-09-19T22:00:35.000Z",3192204632,"Settlers","DrScramble","modified","$","3959× Jeweller's Orb"
"2024-09-19T22:00:34.000Z",3192204611,"Settlers","DrScramble","modified","$","820× Chaos Orb"
"2024-09-19T22:00:33.000Z",3192204607,"Settlers","DrScramble","modified","F","24× Breach Scarab"
"2024-09-19T22:00:33.000Z",3192204603,"Settlers","DrScramble","modified","$","278× Vaal Orb"
"2024-09-19T22:00:33.000Z",3192204600,"Settlers","DrScramble","modified","F","100× Influencing Scarab of the Shaper"
"2024-09-19T22:00:32.000Z",3192204596,"Settlers","DrScramble","modified","$","2110× Blacksmith's Whetstone"
"2024-09-19T22:00:32.000Z",3192204591,"Settlers","DrScramble","modified","$","1767× Orb of Alteration"
"2024-09-19T22:00:32.000Z",3192204588,"Settlers","DrScramble","modified","$","64× Greater Eldritch Ichor"
"2024-09-19T22:00:31.000Z",3192204580,"Settlers","DrScramble","modified","F","52× Sulphite Scarab"
"2024-09-19T22:00:31.000Z",3192204579,"Settlers","DrScramble","modified","F","115× Essence Scarab"
"2024-09-19T22:00:31.000Z",3192204572,"Settlers","DrScramble","modified","F","22× Harbinger Scarab of Regency"
"2024-09-19T22:00:30.000Z",3192204561,"Settlers","DrScramble","modified","$","87× Glassblower's Bauble"
"2024-09-19T22:00:19.000Z",3192204366,"Settlers","DrScramble","modified","$","5× Divine Orb"
"2024-09-19T22:00:14.000Z",3192204303,"Settlers","DrScramble","modified","$","4× Divine Orb"
"2024-09-19T21:38:02.000Z",3192182645,"Settlers","DrScramble","modified","3","8× Vaal Scouting Report"
"2024-09-19T21:38:02.000Z",3192182638,"Settlers","DrScramble","modified","3","20× Explorer's Scouting Report"
"2024-09-19T21:37:59.000Z",3192182595,"Settlers","DrScramble","modified","$","814× Chaos Orb"
"2024-09-19T21:37:58.000Z",3192182582,"Settlers","DrScramble","added","M","Toxic Sewer Map (T16)"
"2024-09-19T21:37:58.000Z",3192182577,"Settlers","DrScramble","modified","$","3950× Jeweller's Orb"
"2024-09-19T21:37:58.000Z",3192182576,"Settlers","DrScramble","added","M","Toxic Sewer Map (T16)"
"2024-09-19T21:37:58.000Z",3192182566,"Settlers","DrScramble","modified","F","50× Betrayal Scarab of Intelligence"
"2024-09-19T21:37:57.000Z",3192182556,"Settlers","DrScramble","modified","$","275× Vaal Orb"
"2024-09-19T21:37:57.000Z",3192182543,"Settlers","DrScramble","modified","$","77× Orb of Unmaking"
"2024-09-19T21:37:56.000Z",3192182536,"Settlers","DrScramble","modified","$","1747× Orb of Alteration"
"2024-09-19T21:37:56.000Z",3192182531,"Settlers","DrScramble","modified","$","6× Eldritch Orb of Annulment"
"2024-09-19T21:37:56.000Z",3192182526,"Settlers","DrScramble","modified","$","1823× Orb of Alchemy"
"2024-09-19T21:37:56.000Z",3192182525,"Settlers","DrScramble","modified","F","88× Beyond Scarab of the Invasion"
"2024-09-19T21:37:55.000Z",3192182513,"Settlers","DrScramble","modified","F","97× Anarchy Scarab"
"2024-09-19T21:37:55.000Z",3192182509,"Settlers","DrScramble","added","D","Fine Delirium Orb"
"2024-09-19T21:37:54.000Z",3192182492,"Settlers","DrScramble","modified","$","2102× Blacksmith's Whetstone"
"2024-09-19T21:37:26.000Z",3192181765,"Settlers","ThrarThylnenfallën","modified","$","812× Chaos Orb"
"2024-09-19T21:35:54.000Z",3192180260,"Settlers","Tio1122","modified","D","3× The Journey"
"2024-09-19T21:35:53.000Z",3192180254,"Settlers","Tio1122","modified","$","3544× Orb of Transmutation"
"2024-09-19T21:35:53.000Z",3192180249,"Settlers","Tio1122","modified","C","36× Noxious Catalyst"
"2024-09-19T21:35:53.000Z",3192180242,"Settlers","Tio1122","modified","$","3505× Orb of Chance"
"2024-09-19T21:35:52.000Z",3192180238,"Settlers","Tio1122","modified","$","2034× Armourer's Scrap"
"2024-09-19T21:35:52.000Z",3192180230,"Settlers","Tio1122","modified","$","4559× Orb of Augmentation"
"2024-09-19T21:35:52.000Z",3192180224,"Settlers","Tio1122","modified","$","512× Instilling Orb"
"2024-09-19T21:35:51.000Z",3192180214,"Settlers","Tio1122","modified","$","3936× Jeweller's Orb"
"2024-09-19T21:35:51.000Z",3192180213,"Settlers","Tio1122","modified","$","1819× Orb of Alchemy"
"2024-09-19T21:35:51.000Z",3192180204,"Settlers","Tio1122","modified","$","1730× Orb of Alteration"
"2024-09-19T21:35:50.000Z",3192180194,"Settlers","Tio1122","modified","F","18× Breach Scarab of Lordship"
"2024-09-19T21:35:50.000Z",3192180185,"Settlers","Tio1122","modified","$","307× Lesser Eldritch Ember"
"2024-09-19T21:35:49.000Z",3192180176,"Settlers","Tio1122","modified","$","437× Orb of Binding"
"2024-09-19T21:35:49.000Z",3192180169,"Settlers","Tio1122","modified","$","1947× Chromatic Orb"
"2024-09-19T21:35:48.000Z",3192180152,"Settlers","Tio1122","modified","C","68× Intrinsic Catalyst"
"2024-09-19T21:35:48.000Z",3192180151,"Settlers","Tio1122","modified","$","293× Orb of Regret"
"2024-09-19T21:35:48.000Z",3192180144,"Settlers","Tio1122","modified","C","40× Turbulent Catalyst"
"2024-09-19T21:35:45.000Z",3192180122,"Settlers","Tio1122","modified","$","794× Chaos Orb"
"2024-09-19T21:35:45.000Z",3192180115,"Settlers","Tio1122","modified","$","75× Orb of Unmaking"
"2024-09-19T21:35:45.000Z",3192180109,"Settlers","Tio1122","modified","$","3065× Orb of Fusing"
"2024-09-19T21:35:44.000Z",3192180099,"Settlers","Tio1122","modified","$","516× Orb of Scouring"
"2024-09-19T21:35:44.000Z",3192180096,"Settlers","Tio1122","modified","$","56× Gemcutter's Prism"
"2024-09-19T21:31:42.000Z",3192176214,"Settlers","Tio1122","added","2","Morbid Gyre Ruby Ring"
"2024-09-19T21:31:35.000Z",3192176105,"Settlers","Tio1122","modified","F","123× Torment Scarab"
"2024-09-19T21:31:35.000Z",3192176090,"Settlers","Tio1122","modified","F","2× Titanic Scarab"
"2024-09-19T21:31:35.000Z",3192176078,"Settlers","Tio1122","added","M","Glacier Map (T16)"
"2024-09-19T21:31:34.000Z",3192176062,"Settlers","Tio1122","modified","$","54× Gemcutter's Prism"
"2024-09-19T21:31:34.000Z",3192176047,"Settlers","Tio1122","added","$","Omen of the Jeweller"
"2024-09-19T21:31:33.000Z",3192176036,"Settlers","Tio1122","modified","F","37× Ambush Scarab"
"2024-09-19T21:31:33.000Z",3192176028,"Settlers","Tio1122","modified","F","55× Ritual Scarab of Wisps"
"2024-09-19T21:31:32.000Z",3192175998,"Settlers","Tio1122","added","M","Abomination Map (T17)"
"2024-09-19T21:31:32.000Z",3192175997,"Settlers","Tio1122","added","$","Explorer's Scouting Report"
"2024-09-19T21:31:31.000Z",3192175989,"Settlers","Tio1122","added","M","Port Map (T16)"
"2024-09-19T21:28:14.000Z",3192172389,"Settlers","Tio1122","added","M","Citadel Map (T17)"
"2024-09-19T21:28:13.000Z",3192172371,"Settlers","Tio1122","modified","$","72× Orb of Unmaking"
"2024-09-19T21:28:13.000Z",3192172363,"Settlers","Tio1122","added","M","Superior Forge of the Phoenix Map (T16)"
"2024-09-19T21:28:12.000Z",3192172349,"Settlers","Tio1122","modified","F","74× Divination Scarab of The Cloister"
"2024-09-19T21:28:12.000Z",3192172333,"Settlers","Tio1122","modified","F","21× Harbinger Scarab of Regency"
"2024-09-19T21:28:11.000Z",3192172315,"Settlers","Tio1122","modified","F","54× Anarchy Scarab of Gigantification"
